time,lane_id,density,entering_rate,exit_rate,vehicle_count,congested
253.0,-58_0,0.0635423252646543,1.4967666566998623,1,0.0,1
1450.0,71_0,0.0638056422782129,0.0,2,10.502983868740662,1
383.0,27_0,0.0645247746640345,0.0,2,13.221448277814888,1
252.0,-58_0,0.0657856343239216,5.111821487393691,1,0.0,1
741.0,-1934_0,0.0670955081672798,0.0,2,6.002675171822496,1
156.0,-340_0,0.0695291853136633,0.0,2,3.4221574087012563,1
764.0,1934_0,0.0696939549831451,0.0,2,6.826590380701323,1
251.0,-58_0,0.0699785968455898,6.360623307957925,1,0.0,1
455.0,-1614_0,0.0713324783142566,10.343131306812008,1,0.0,1
250.0,-58_0,0.0716486350935014,3.699874015484217,2,0.0,1
656.0,-338_0,0.0728697067423778,0.0,3,4.312398888398246,1
358.0,-79_0,0.0728919583085146,0.0,2,3.083042470759944,1
249.0,-58_0,0.073874968705668,4.00159576059901,2,0.0,1
735.0,-1000_0,0.0752063688025095,0.0,2,3.538585314359627,1
138.0,-340_0,0.075388045291308,6.8203937229318266,1,0.0,1
600.0,1939_0,0.0754716981132075,12.123317572480564,2,0.0,1
369.0,-79_0,0.0768977859665478,0.0,2,3.317494573202789,1
653.0,-338_0,0.077301806712675,6.675783773953199,3,5.917752988194116,1
290.0,-68_0,0.0774113639882334,0.0,2,10.809803666302187,1
208.0,-219_0,0.078003120124805,0.0,2,12.75801394970248,1
345.0,27_0,0.0784475448904463,0.0,2,10.76772858455386,1
786.0,1604_0,0.0791076655327901,11.938366295915044,2,0.0,1
652.0,-338_0,0.0804548380175927,9.077527288174185,3,0.0,1
640.0,-338_0,0.0804548380175927,0.0,3,12.361382397313044,1
651.0,-338_0,0.0804548380175927,11.248700420340745,3,0.0,1
654.0,-338_0,0.0804548380175927,7.850318407307776,3,0.0,1
353.0,-79_0,0.0808058118348933,12.900248815575193,2,3.959021188660575,1
735.0,-1934_0,0.0818857427636764,13.262787168801957,2,6.4618933405600485,1
291.0,-68_0,0.0820441991554758,12.179647199892736,3,10.84693852500627,1
55.0,-184_0,0.0829820958557205,0.0,2,4.968158438260488,1
196.0,-5_0,0.0843625786997783,0.0,2,8.541377018083782,1
183.0,148_0,0.0871008152023474,6.141258496917945,2,9.755069306021667,1
258.0,-58_0,0.0876937916211296,0.0162406142776978,2,12.43935111278496,1
543.0,-1597_0,0.0880902498698384,0.0,2,7.341555077483245,1
363.0,60_0,0.090093394597508,0.0,2,5.463260182946264,1
649.0,-338_0,0.0903960087757877,13.070525300237067,4,13.515579399128258,1
293.0,-68_0,0.0914596738191228,0.0,3,11.379198838322615,1
884.0,-2192_0,0.0924146154728508,0.0,2,6.5310504208527504,1
736.0,1934_0,0.09332976625007,0.0488481061902983,1,0.0,1
738.0,1934_0,0.09332976625007,0.0017395983769758,1,0.0,1
737.0,1934_0,0.09332976625007,0.0258289119324657,1,0.0,1
735.0,1934_0,0.0933371589123622,0.1887426021323637,1,0.0,1
734.0,1934_0,0.0933477944759926,0.3517467803789339,1,0.0,1
733.0,1934_0,0.0939472864857472,2.9341289723203907,1,0.0,1
518.0,-1597_0,0.0943829104792995,0.0,2,3.042460182867013,1
732.0,1934_0,0.0951927357963809,5.18152974547832,1,0.0,1
248.0,-58_0,0.0957257545719487,6.635525329589056,2,0.0,1
600.0,1470_0,0.0961910365241524,0.0,3,5.296599032320984,1
259.0,-58_0,0.0978800179989576,0.0093155032140335,2,0.0,1
731.0,1934_0,0.0983087158693575,8.742755841296301,1,0.0,1
744.0,-1934_0,0.0983354121755692,0.0,2,6.685030117667653,1
597.0,1470_0,0.0987136886403058,8.729806441482523,3,5.523812111438621,1
659.0,-338_0,0.0993642675591494,0.0,4,9.2338520796936,1
366.0,-79_0,0.0995211680983424,12.732577389101897,2,0.0,1
601.0,1939_0,0.1005475729995818,8.893350288625207,3,4.723239617572196,1
490.0,-854_0,0.1033057851239669,12.306205620746162,2,0.0,1
494.0,-854_0,0.1033057851239669,6.194223032610599,2,0.0,1
478.0,-854_0,0.1033057851239669,0.0,2,7.1453024226728825,1
476.0,-854_0,0.1033057851239669,11.431862209306509,2,0.0,1
477.0,-854_0,0.1033057851239669,10.533892582181016,2,0.0,1
474.0,-854_0,0.1033057851239669,11.44011725493902,2,0.0,1
492.0,-854_0,0.1033057851239669,12.920504812319844,2,0.0,1
493.0,-854_0,0.1033057851239669,10.349214346286017,2,0.0,1
595.0,1470_0,0.1036331357300987,6.9631934783793925,3,4.465311767662838,1
576.0,1939_0,0.1049129173609629,0.0,3,4.439500052391119,1
96.0,462_0,0.1054743686962405,0.0,2,5.746024417405895,1
535.0,-1758_0,0.1055778344792296,0.0076081858265589,1,0.0,1
515.0,-1597_0,0.1057900012875704,5.118100381389183,2,5.587440019942112,1
542.0,-1747_0,0.1069835651504758,0.0,2,5.123416504921667,1
650.0,-338_0,0.1072731173567903,11.537357008633412,4,0.0,1
660.0,-338_0,0.1072731173567903,13.137808606382936,4,0.0,1
247.0,-58_0,0.1074729526402522,7.522049605484604,3,0.0,1
246.0,-58_0,0.1074729526402522,7.5939534098979875,3,0.0,1
245.0,-58_0,0.1074729526402522,11.87282701049868,3,0.0,1
758.0,1934_0,0.1077586206896551,12.233538743593886,2,0.0,1
736.0,-1934_0,0.1077586206896551,13.487776852621824,2,0.0,1
759.0,1934_0,0.1077586206896551,13.18703630616477,2,0.0,1
738.0,-1000_0,0.1077586206896551,12.8707912850415,2,0.0,1
761.0,1934_0,0.1077586206896551,11.15766613464741,2,0.0,1
742.0,-1934_0,0.1077586206896551,12.998508912747273,2,0.0,1
730.0,1934_0,0.1077586206896551,6.664553960315734,2,0.0,1
729.0,1934_0,0.1077586206896551,9.022593025529927,2,0.0,1
351.0,-79_0,0.1079563856202094,11.716325685829254,2,0.0,1
361.0,-79_0,0.1079563856202094,13.162351243908716,2,0.0,1
354.0,-79_0,0.1079563856202094,12.285511777205045,2,0.0,1
350.0,-79_0,0.1079563856202094,14.160410230671436,2,0.0,1
360.0,-79_0,0.1079563856202094,12.024440573447617,2,0.0,1
161.0,-79_0,0.1079563856202094,11.875133780550808,2,0.0,1
728.0,1934_0,0.1081399621322766,11.600491333002353,2,0.0,1
390.0,-1168_0,0.1081899816077031,6.036785484733889,2,0.0,1
98.0,462_0,0.1083306250677066,14.07564485255156,2,0.0,1
97.0,462_0,0.1083306250677066,13.221096165249982,2,0.0,1
99.0,462_0,0.1083306250677066,0.0,2,6.447115936688758,1
117.0,172_0,0.1083775875149019,1.8927059421280428,2,0.0,1
116.0,172_0,0.1083775875149019,3.256636481535468,2,0.0,1
766.0,1934_0,0.1085850421571818,0.0,3,7.590333492657932,1
598.0,1470_0,0.1088613106901807,7.660313931351713,3,0.0,1
573.0,1470_0,0.1088613106901807,14.422654119277508,3,0.0,1
594.0,1470_0,0.1088613106901807,7.446857168339644,3,0.0,1
593.0,1470_0,0.1088613106901807,7.049034324233416,3,0.0,1
596.0,1470_0,0.1088613106901807,6.9746638678315644,3,0.0,1
599.0,1470_0,0.1088613106901807,7.578408720115522,3,0.0,1
540.0,-1747_0,0.1089799476896251,7.138476306089255,2,0.0,1
541.0,-1747_0,0.1089799476896251,4.510288902226928,2,0.0,1
538.0,-1747_0,0.1089799476896251,7.871371578516677,2,0.0,1
537.0,-1747_0,0.1089799476896251,11.964075709051224,2,0.0,1
739.0,-1000_0,0.1096793845139748,9.585622854428763,3,2.41824688289687,1
814.0,-1974_0,0.1101079057476326,7.357870828671836,2,0.0,1
389.0,-1168_0,0.1101614393171434,4.228477787203052,2,0.0,1
576.0,1470_0,0.1105275562811791,0.0,4,6.0671305104115,1
544.0,-1747_0,0.1118097561391244,0.0,3,4.8182101669572,1
1452.0,71_0,0.111902007184443,12.704323044171312,3,11.340519725244556,1
120.0,184_0,0.1127014538487546,0.0,2,9.969165131426418,1
127.0,184_0,0.1127014538487546,5.093059614569338,2,0.0,1
128.0,184_0,0.1127014538487546,5.648698826418304,2,0.0,1
598.0,1939_0,0.1132075471698113,9.254301128713845,3,0.0,1
603.0,1939_0,0.1132075471698113,3.540560666313615,3,0.0,1
597.0,1939_0,0.1132075471698113,9.58552847296546,3,0.0,1
596.0,1939_0,0.1132075471698113,13.077411756487429,3,0.0,1
602.0,1939_0,0.1132075471698113,7.660001057678448,3,0.0,1
348.0,43_0,0.1132887730825875,5.4256912184623874e-05,2,0.0,1
340.0,43_0,0.1132887730825875,2.5995382462795966,2,0.0,1
360.0,27_0,0.1132887730825875,13.18498743059591,2,0.0,1
346.0,43_0,0.1132887730825875,0.000290750096137,2,0.0,1
357.0,27_0,0.1132887730825875,13.652662176363014,2,0.0,1
344.0,43_0,0.1132887730825875,0.0022133786616533,2,0.0,1
347.0,43_0,0.1132887730825875,0.000210999619482,2,0.0,1
359.0,27_0,0.1132887730825875,13.296383657623966,2,0.0,1
342.0,43_0,0.1132887730825875,0.0678802554030476,2,0.0,1
341.0,43_0,0.1132887730825875,0.9631498968989816,2,0.0,1
338.0,43_0,0.1132887730825875,4.550819085313748,2,0.0,1
351.0,27_0,0.1132887730825875,11.638338149563223,2,0.0,1
343.0,43_0,0.1132887730825875,0.0237801531819204,2,0.0,1
364.0,27_0,0.1132887730825875,14.285263176114205,2,13.35743241532834,1
312.0,43_0,0.1132887730825875,0.7519972199963035,2,15.130290851473228,1
313.0,43_0,0.1132887730825875,0.2541784513732763,2,0.0,1
384.0,27_0,0.1132887730825875,12.468227788622684,2,0.0,1
339.0,43_0,0.1132887730825875,4.136248129980826,2,0.0,1
345.0,43_0,0.1132887730825875,0.0006484213748644,2,0.0,1
126.0,-340_0,0.1142334932602238,5.0816318102129685,2,0.0,1
461.0,-1614_0,0.114298777003086,0.0,2,13.865658659875193,1
456.0,-1614_0,0.114298777003086,9.503302023040591,2,11.134842782713688,1
462.0,-1614_0,0.114298777003086,11.533980039613535,2,0.0,1
454.0,-1614_0,0.114298777003086,5.902825046000236,2,0.0,1
463.0,-1614_0,0.114298777003086,9.052462261302148,2,0.0,1
58.0,-184_0,0.1144557628476593,7.058614635304581,2,0.0,1
57.0,-184_0,0.1144557628476593,11.55861463530458,2,0.0,1
69.0,-184_0,0.1144557628476593,5.349168261573045,2,0.0,1
66.0,-184_0,0.1144557628476593,3.866162321825081,2,0.0,1
534.0,-1758_0,0.114744693057946,0.0217501957679621,2,0.0,1
528.0,-1758_0,0.114744693057946,2.0259217750327867,2,0.0,1
532.0,-1758_0,0.114744693057946,0.1714823829633187,2,0.0,1
526.0,-1758_0,0.114744693057946,10.44635946678931,2,0.0,1
546.0,-1758_0,0.114744693057946,0.0,2,13.917519926770778,1
527.0,-1758_0,0.114744693057946,6.240163742173482,2,0.0,1
519.0,-1758_0,0.114744693057946,0.0,2,13.372211099935496,1
537.0,-1758_0,0.114744693057946,3.298851819639665,2,0.0,1
533.0,-1758_0,0.114744693057946,0.0991785066118314,2,0.0,1
529.0,-1758_0,0.114744693057946,4.681920481142063,2,0.0,1
530.0,-1758_0,0.114744693057946,2.3074391888389507,2,0.0,1
549.0,-1758_0,0.114744693057946,0.0,2,7.18170207196381,1
531.0,-1758_0,0.114744693057946,0.6186487512300791,2,0.0,1
547.0,-1758_0,0.114744693057946,13.194538276403016,2,0.0,1
548.0,-1758_0,0.114744693057946,13.7448155062206,2,0.0,1
590.0,1939_0,0.1148703120565237,7.99248568357355,4,5.555693266315058,1
1931.0,58_0,0.1151564338465872,0.0,4,2.817745375129044,1
453.0,-1614_0,0.115287482006164,7.955677773704616,2,0.0,1
260.0,-58_0,0.1153181670623599,0.000437995073426,3,12.502985779016546,1
1455.0,71_0,0.1156515034695451,2.0053601889711725,3,0.0,1
1457.0,71_0,0.1156515034695451,0.101856320515551,3,0.0,1
1456.0,71_0,0.1156515034695451,0.3139835197478937,3,0.0,1
1453.0,71_0,0.1156515034695451,10.341817041342509,3,0.0,1
1458.0,71_0,0.1156515034695451,0.0074611136262824,3,0.0,1
1454.0,71_0,0.1156515034695451,6.5053601889711725,3,0.0,1
1460.0,71_0,0.1156515034695451,5.197668949804553,3,0.0,1
1459.0,71_0,0.1156515034695451,0.0025245535355459,3,0.0,1
292.0,-68_0,0.1161170459823502,11.990308649897871,3,0.0,1
1461.0,71_0,0.1162593686172234,2.9472067066924232,4,2.318840109653882,1
536.0,-1758_0,0.1165524492923499,1.509265839192656,2,16.245039797477357,1
547.0,-1597_0,0.1167678654834189,12.047907344491632,2,0.0,1
521.0,-1597_0,0.1167678654834189,12.002277783636712,2,0.0,1
516.0,-1597_0,0.1167678654834189,5.95486901804906,2,0.0,1
523.0,-1597_0,0.1167678654834189,8.317029428723316,2,0.0,1
517.0,-1597_0,0.1167678654834189,7.495192294243357,2,0.0,1
514.0,-1597_0,0.1167678654834189,6.432075366315637,2,0.0,1
533.0,-1597_0,0.1167678654834189,7.304772233749046,2,0.0,1
532.0,-1597_0,0.1167678654834189,11.596292052877704,2,0.0,1
530.0,-1597_0,0.1167678654834189,0.0,2,6.7765702291406775,1
548.0,-1597_0,0.1167678654834189,8.15529590458786,2,0.0,1
526.0,-1597_0,0.1167678654834189,11.65595481371712,2,6.733215148937986,1
400.0,-1597_0,0.1167678654834189,8.984240192094068,2,0.0,1
550.0,-1597_0,0.1167678654834189,3.151394490207381,2,0.0,1
522.0,-1597_0,0.1167678654834189,11.186177354874536,2,0.0,1
549.0,-1597_0,0.1167678654834189,6.780168530009126,2,0.0,1
151.0,-79_0,0.1167991686340118,13.510903505195358,3,2.944804533458501,1
291.0,-1960_0,0.116822429906542,0.5218611877416346,2,0.0,1
270.0,-1960_0,0.116822429906542,0.4870224043953025,2,0.0,1
289.0,-1960_0,0.116822429906542,2.77605699281633,2,0.0,1
288.0,-1960_0,0.116822429906542,0.9467534860464014,2,0.0,1
352.0,-1154_0,0.116822429906542,0.0,2,7.728440256947904,1
272.0,-1960_0,0.116822429906542,5.606078736486554,2,0.0,1
290.0,-1960_0,0.116822429906542,2.7294735850168053,2,0.0,1
268.0,-1960_0,0.116822429906542,8.386520521521255,2,0.0,1
269.0,-1960_0,0.116822429906542,3.896770890146334,2,0.0,1
273.0,-1960_0,0.116822429906542,3.353871151676911,2,0.0,1
271.0,-1960_0,0.116822429906542,0.2830124526950657,2,0.0,1
274.0,-1960_0,0.116822429906542,1.137329715407403,2,0.0,1
317.0,-1154_0,0.116822429906542,9.694454615368285,2,0.0,1
267.0,-1960_0,0.116822429906542,12.881019724408784,2,8.761020644113579,1
210.0,-219_0,0.1170046801872075,0.0,3,12.75946582398206,1
67.0,-184_0,0.1171484380616929,3.4679842061001973,3,6.462720440482325,1
481.0,-854_0,0.1181764047448802,0.0,3,6.669878938707523,1
789.0,1604_0,0.1186614982991852,0.0,3,10.40877921681101,1
791.0,1604_0,0.1186614982991852,10.295067133427548,3,0.0,1
787.0,1604_0,0.1186614982991852,9.421690740165372,3,9.74479962252598,1
790.0,1604_0,0.1186614982991852,13.225802012257674,3,0.0,1
784.0,1604_0,0.1186614982991852,6.7489913226059,3,0.0,1
147.0,-79_0,0.1196865407233808,0.0,3,3.632687200954705,1
539.0,-1747_0,0.1199228474058038,9.030027937921815,2,4.637354783722893,1
644.0,-1946_0,0.1202628499353014,3.99670715929489,5,11.14133530567778,1
292.0,-1960_0,0.1202728054082264,0.4359241286169864,3,7.795071778419049,1
593.0,1939_0,0.1204624449812748,0.0,4,5.155309468566015,1
586.0,1939_0,0.1205966134014055,11.17629714277676,3,0.0,1
386.0,-1168_0,0.1210518696795641,8.028856086552958,2,0.0,1
584.0,1939_0,0.1210554548343999,5.470308794160346,4,5.277753501150615,1
661.0,-338_0,0.1220339051322515,0.0,4,10.806906554922646,1
419.0,844_0,0.1222992254382388,11.077214584699146,3,0.0,1
579.0,1470_0,0.1224663054533441,0.0,4,4.837963355551496,1
354.0,-1025_0,0.1225790634959548,0.0,2,7.334956396158971,1
815.0,-1974_0,0.1227487431960072,2.857870828671836,3,3.2699432376842945,1
346.0,-79_0,0.1233037216646074,0.0,3,3.751602473294817,1
353.0,27_0,0.1238122700355899,11.694964075471622,2,0.0,1
130.0,-340_0,0.1239469247576105,0.0,3,3.826444273277888,1
157.0,-79_0,0.1240224383988352,0.0,3,3.2472601649385178,1
365.0,60_0,0.1252957159436711,0.0,3,6.636645133013672,1
794.0,1604_0,0.1253479439049303,0.0,4,5.82899666839943,1
564.0,-1747_0,0.125912165171958,0.0,3,4.394385762136869,1
513.0,-1597_0,0.1260274495357038,7.572124581900431,2,0.0,1
372.0,-79_0,0.1262252994394718,0.0,3,3.927737922157795,1
663.0,-338_0,0.1264429854886062,0.0,5,10.267049630269035,1
72.0,-229_0,0.1269320663072901,0.0003737465381132,2,0.0,1
71.0,-229_0,0.1269320663072901,0.0005356443584972,2,0.0,1
70.0,-229_0,0.1269320663072901,0.0040285130014148,2,0.0,1
65.0,-229_0,0.1269320663072901,4.160227866515076,2,0.0,1
66.0,-229_0,0.1269320663072901,2.418673662451065,2,0.0,1
68.0,-229_0,0.1269320663072901,0.0873324361601305,2,0.0,1
67.0,-229_0,0.1269320663072901,0.2001098611199247,2,0.0,1
69.0,-229_0,0.1269320663072901,0.027814918428632,2,0.0,1
64.0,-229_0,0.126935298575314,0.363334047782918,2,0.0,1
63.0,-229_0,0.1269739372213639,0.648992939582276,2,0.0,1
589.0,1939_0,0.1270760750561703,11.770764157155549,3,0.0,1
62.0,-229_0,0.1273740804522022,2.9998060984195023,2,0.0,1
61.0,-229_0,0.1278197575626959,7.021029979800927,2,0.0,1
337.0,43_0,0.1278649744066096,4.510804705420134,2,0.0,1
57.0,-229_0,0.1279688124925948,0.0,3,2.5173066151155155,1
560.0,-1747_0,0.1284158330412918,7.172844656723025,2,0.0,1
141.0,-79_0,0.1284741765444245,0.0,3,3.500543005893752,1
592.0,1470_0,0.1292287597082388,11.549034324233416,3,0.0,1
574.0,1470_0,0.130446771244802,11.3128934636733,4,5.412402328965649,1
354.0,-1154_0,0.1307592617902342,0.0,3,6.508349726248145,1
60.0,-229_0,0.1308767686131234,10.787347993017294,2,0.0,1
648.0,-1946_0,0.1311991603253739,2.0156664771364974,5,0.0,1
642.0,-1946_0,0.1311991603253739,5.062952561417644,5,0.0,1
643.0,-1946_0,0.1311991603253739,4.350816102572855,5,0.0,1
645.0,-1946_0,0.1311991603253739,4.218226437440395,5,0.0,1
646.0,-1946_0,0.1311991603253739,4.54169977495731,5,0.0,1
647.0,-1946_0,0.1311991603253739,2.247845033925465,5,0.0,1
747.0,-1934_0,0.1319816958158494,0.0,3,3.146641810056753,1
314.0,43_0,0.1320258514822316,0.0963506551905198,3,12.533330151514606,1
587.0,1939_0,0.1320516367345966,10.20933372762956,4,5.399762402993299,1
274.0,-58_0,0.1337036177698687,5.1496478434070135e-05,3,0.0,1
273.0,-58_0,0.1337036177698687,0.0010461236738133,3,0.0,1
269.0,-58_0,0.1337036177698687,0.9697948937046984,3,0.0,1
268.0,-58_0,0.1337036177698687,2.7582091112363814,3,0.0,1
270.0,-58_0,0.1337036177698687,0.3643893684725917,3,0.0,1
271.0,-58_0,0.1337036177698687,0.0047640468446404,3,0.0,1
272.0,-58_0,0.1337036177698687,0.0029009240616324,3,0.0,1
261.0,-58_0,0.1337043355457083,0.0001948913173108,3,0.0,1
320.0,592_0,0.1348557043962959,8.048635899564834,6,0.0,1
319.0,592_0,0.1348557043962959,12.548635899564834,6,0.0,1
154.0,-79_0,0.1349285984150738,0.0,3,4.744658862057127,1
1201.0,1614_0,0.1360836495076033,13.07371180801797,3,10.159430730021649,1
464.0,-1614_0,0.1364882775439245,0.0,2,11.802674777915383,1
886.0,-2192_0,0.1365765276275589,0.0,3,7.781055756586436,1
583.0,1939_0,0.1369404374136953,9.564827631179725,3,0.0,1
604.0,1939_0,0.1379808296699684,1.7245959170357636,4,4.4757263569414985,1
428.0,844_0,0.140111471857764,0.3790592021621736,3,0.0,1
427.0,844_0,0.1401239717826328,1.1389789715537777,3,0.0,1
426.0,844_0,0.1401548761025712,2.6183624997660004,3,0.0,1
425.0,844_0,0.1403114926685897,3.6316947649101854,3,0.0,1
424.0,844_0,0.1405659871991804,8.131694764910186,3,0.0,1
358.0,27_0,0.1407332048013176,13.47587727017592,3,14.19171510426411,1
641.0,-1946_0,0.1410050342696237,6.101351230062506,5,0.0,1
423.0,844_0,0.1410525526930471,11.059815305003768,3,0.0,1
558.0,-1758_0,0.1411395283571997,0.0,3,3.572276105099171,1
241.0,-58_0,0.1432972701870029,10.827247421336294,4,0.0,1
295.0,-68_0,0.1449350626378841,0.0,4,11.583443125727646,1
591.0,1470_0,0.1451484142535742,9.892258700662936,4,0.0,1
575.0,1470_0,0.1451484142535742,6.812893463673301,4,0.0,1
581.0,1470_0,0.1451484142535742,12.099597692484677,4,0.0,1
590.0,1470_0,0.1451484142535742,10.187011514444247,4,0.0,1
578.0,1470_0,0.1451484142535742,11.774923152841916,4,0.0,1
577.0,1470_0,0.1451484142535742,13.245868242295913,4,0.0,1
603.0,1470_0,0.1451484142535742,0.0,4,5.100675990706927,1
352.0,27_0,0.14519351072024,11.32354965588618,3,13.75180465330261,1
218.0,148_0,0.1453632249003487,2.4609199583643138,2,0.0,1
217.0,148_0,0.1459986211998737,5.0108859572689015,2,0.0,1
287.0,-1960_0,0.1460397852967807,0.0013204463208105,2,0.0,1
1462.0,71_0,0.1468948172773241,2.6741492113386016,4,0.0,1
70.0,-184_0,0.1475431864095209,4.409165483420833,3,5.838717004178919,1
216.0,148_0,0.1477739643927094,9.502831532560103,2,0.0,1
199.0,-5_0,0.1488123317722819,0.0,3,8.482624130298285,1
581.0,1939_0,0.1509433962264151,11.281174733396044,4,0.0,1
582.0,1939_0,0.1509433962264151,8.874564687323689,4,0.0,1
606.0,1939_0,0.1509433962264151,0.1464251474186651,4,0.0,1
594.0,1939_0,0.1509433962264151,12.786574789240277,4,0.0,1
595.0,1939_0,0.1509433962264151,8.286574789240277,4,0.0,1
580.0,1939_0,0.1509433962264151,0.0,4,5.609587938196622,1
605.0,1939_0,0.1509433962264151,0.2245636235222728,4,0.0,1
588.0,1939_0,0.1509433962264151,7.61365040342138,4,0.0,1
591.0,1939_0,0.1509433962264151,7.168094885595743,4,0.0,1
585.0,1939_0,0.1509433962264151,4.946221661769274,4,0.0,1
68.0,-184_0,0.1515181242581088,3.150942499413482,2,0.0,1
385.0,27_0,0.1517909923293389,8.362030579304049,3,12.940108246167036,1
347.0,27_0,0.1522294061359012,11.694974461486051,3,12.001046374512727,1
475.0,-854_0,0.1523412717777867,10.892360254881993,3,6.193921425876208,1
2520.0,-1939_0,0.1525777006871824,0.0,5,2.562595179063388,1
134.0,-340_0,0.153043852027024,9.160180785165466,2,0.0,1
160.0,-340_0,0.1537072443866661,0.0,3,3.7007499919907896,1
792.0,1604_0,0.153837320582666,6.024263785184777,4,7.366995754969404,1
1464.0,71_0,0.1542020046260601,0.2617824999930989,4,0.0,1
1463.0,71_0,0.1542020046260601,1.1044703452615443,4,0.0,1
308.0,-68_0,0.1548227279764669,7.954727805868532,4,0.0,1
305.0,-68_0,0.1548227279764669,10.940893733226902,4,0.0,1
496.0,-854_0,0.1549586776859504,0.2866072579504288,3,0.0,1
491.0,-854_0,0.1549586776859504,10.044954671413633,3,11.22884970430716,1
495.0,-854_0,0.1549586776859504,1.6942230326105987,3,9.88080432471122,1
485.0,-854_0,0.1549586776859504,11.378762147149509,3,0.0,1
482.0,-854_0,0.1549586776859504,11.73682831292566,3,0.0,1
497.0,-854_0,0.1549586776859504,4.07206173272091,3,0.0,1
471.0,-854_0,0.1549586776859504,10.320739338457988,3,0.0,1
468.0,-854_0,0.1549586776859504,9.003054556015414,3,0.0,1
470.0,-854_0,0.1549586776859504,12.066232846984724,3,0.0,1
466.0,-854_0,0.1549586776859504,8.988020661003643,3,0.0,1
488.0,-854_0,0.1549586776859504,11.4335613596249,3,0.0,1
489.0,-854_0,0.1549586776859504,12.430044227512145,3,0.0,1
275.0,-58_0,0.1556402277280217,0.0,4,10.10755116574329,1
468.0,-1242_0,0.1558279659256181,0.0,6,7.225984895212264,1
215.0,-219_0,0.15600624024961,11.64399160824866,4,11.158441424333752,1
216.0,-219_0,0.15600624024961,7.188720704085766,4,0.0,1
743.0,-1000_0,0.1563794037750434,9.42663548673911,3,2.867317110380232,1
